Site_Info,,Structure_Info,,,,,,,,,Seedling_Info,,,,,,Competition,,,Cover,,,,,,,,,,,
SITE_NAME,SITE_NO,STRUCTURE_TYPE,STRUCTURE_NO,STRUCTURE_SP,DBH,DECAY_CLASS,VEXAR,PLANTER_NAME,RECORDER_NAME,PHOTO_NO,TAG_ID,HEIGHT,RCD,AZIMUTH,DIST,LOG_HT,SPECIES,DIST,HEIGHT,GRASS,FORB,SHRUB,ROCK,CWD,LITTER,BARE_SOIL,MOSS,SNAG/ROOT,OTHER,TOTAL,NOTES
Luna,1,1,26,AB sp ,30,3,0,NRS,"SK, EV",B1642,887,18.5,3.5,160,13,,,,,,18,,,,2,10,,20,,50,
Luna,1,1,26,AB sp ,30,3,0,NRS,"SK, EV",B1642,475,29.5,3.9,210,12.5,,,,,,16,,,,10,20,,4,,50,
Luna,1,1,8,AB sp ,21,3,1,NRS,"SK, EV",B1649,580,18,2.5,210,15.5,,,,,1,4,,,,,20,,25,,50,
Luna,1,1,8,AB sp ,21,3,1,NRS,"SK, EV",B1649,838,13.5,3,260,7,,,,,,8,,,,,22,,20,,50,
Luna,1,1,8,AB sp ,21,3,1,NRS,"SK, EV",B1649,381,28,3.5,360,13.5,,,,,,20,,,,5,25,,,,50,
Luna,1,1,8,AB sp ,21,3,1,NRS,"SK, EV",B1649,398,34,3.7,110,16,,,,,,5,,,,10,10,,25,,50,
Luna,1,1,1,PI sp ,30.5,3,0,NS,"LB, NRS",B1629,589,15,3.39,150,22,,,,,,5,,3,,6,36,,,,50,
Luna,1,1,1,PI sp ,30.5,3,0,NS,"LB, NRS",B1629,517,20,3.18,200,17.5,,,,,,20,,3,,2,17,,8,,50,
Luna,1,1,1,PI sp ,30.5,3,0,NS,"LB, NRS",B1629,858,27,2.75,325,19,,,,,,15,,,,,11,,24,,50,
Luna,1,1,1,PI sp ,30.5,3,0,NS,"LB, NRS",B1629,845,22.5,2.98,25,7.5,,,,,,15,,,,3,26,,6,,50,
Luna,1,1,6,PIEN / PSME,27.5,3,1,NS,"LB, NS",B1638,571,13,3.35,270,14,,SA sp ,97,48,,5,,,,,30,,15,,50,
Luna,1,1,6,PIEN / PSME,27.5,3,1,NS,"LB, NS",B1638,568,22,3.22,340,9,,SA sp ,64,21,,15,,,,,25,,10,,50,
Luna,1,1,6,PIEN / PSME,27.5,3,1,NS,"LB, NS",B1638,594,17.5,3.14,145,17,,RU sp ,36,29,,,,,,,35,,15,,50,
Luna,1,1,6,PIEN / PSME,27.5,3,1,NS,"LB, NS",B1638,563,12,2.55,200,11,,RU sp ,55,2,,5,,,,,25,,20,,50,
Luna,1,1,11,PI sp ,35,2,0,NS,"SK, EV",A2226,832,19.5,3.9,220,17.5,,ROWO,25,36,,8,,,,5,27,,10,,50,
Luna,1,1,11,PI sp ,35,2,0,NS,"SK, EV",A2226,534,13.5,3.2,240,31.5,,ROWO,66,36,,,,,,,42,,8,,50,
Luna,1,1,11,PI sp ,35,2,0,NS,"SK, EV",A2226,854,15.5,2.15,340,8.5,,ROWO,75,16.5,,20,,,,5,27,,8,,60,
Luna,1,1,11,PI sp ,35,2,0,NS,"SK, EV",A2226,664,12.5,3.41,300,15.5,,ROWO,45,36,,10,,,,4,28,,8,,50,
Luna,1,1,21,AB sp ,39.5,2,0,NS,,A2256,870,24,3.3,90,18,,,,,,,,5,,10,35,,,,50,
Luna,1,1,21,AB sp ,39.5,2,0,NS,,A2256,361,22,3.25,180,9,,,,,,,,5,,,37,,8,,50,
Luna,1,1,21,AB sp ,39.5,2,0,NS,,A2256,602,18.5,3.7,230,10.5,,,,,,10,,5,,,35,,,,50,
Luna,1,1,21,AB sp ,39.5,2,0,NS,,A2256,476,23,3.95,0,4.5,,,,,,,,5,,10,35,,,,50,
Luna,1,1,20,AB sp ,27,3,0,NS,"SK, EV",B1660,319,17,3.5,140,27.5,,SA sp ,173,81,,5,,,,,30,,15,,50,
Luna,1,1,20,AB sp ,27,3,0,NS,"SK, EV",B1660,356,22,3.5,249,16.5,,SA sp ,195,81,,40,,,,,10,,,,50,
Luna,1,1,20,AB sp ,27,3,0,NS,"SK, EV",B1660,306,17.5,3.5,300,12.5,,,,,,40,,,,,10,,,,50,
Luna,1,1,20,AB sp ,27,3,0,NS,"SK, EV",B1660,357,21.5,3.3,80,25,,,,,,25,,,,,20,,5,,50,
Luna,1,1,28,AB sp ,32.5,3,0,NS ,"SK, EV",B1652,675,19,3.2,150,20,,SA sp,145,63,,20,,,5,,20,,5,,50,
Luna,1,1,28,AB sp ,32.5,3,0,NS ,"SK, EV",B1652,873,12,4,200,20.5,,SA sp,188,63,,20,,,,5,20,,5,,50,
Luna,1,1,28,AB sp ,32.5,3,0,NS ,"SK, EV",B1652,532,19.5,3,340,15.5,,SA sp,153,34,,25,,3,,,20,,2,,50,
Luna,1,1,28,AB sp ,32.5,3,0,NS ,"SK, EV",B1652,392,19,3.5,100,26,,SA sp ,110,63,,20,,,,10,15,,5,,50,
Luna,1,1,22,AB sp ,28.5,3,1,NS,"SK, EV",B1643,513,15.5,3.9,340,11.5,,,,,,15,,,,,30,,5,,50,
Luna,1,1,22,AB sp ,28.5,3,1,NS,"SK, EV",B1643,530,13.5,3.8,90,32,,,,,,8,,,,7,30,,5,,50,
Luna,1,1,22,AB sp ,28.5,3,1,NS,"SK, EV",B1643,515,27.5,4.1,150,19.5,,,,,,2,,,,10,33,,5,,50,
Luna,1,1,22,AB sp ,28.5,3,1,NS,"SK, EV",B1643,543,21.5,3.5,260,16,,,,,10,5,,,,10,21,,4,,50,
Luna,1,3,12,,,,0,EV,"DL, LB ",A2239,872,37,3.1,,,,SA sp ,158,55,,5,,5,,25,58,,7,,100,
Luna,1,3,12,,,,0,EV,"DL, LB ",A2239,511,26,4.4,,,,,,,10,30,,,,6,54,,,,100,
Luna,1,3,12,,,,0,EV,"DL, LB ",A2239,387,20.5,4.7,,,,,,,,50,,3,,20,47,,,,120,
Luna,1,3,12,,,,0,EV,"DL, LB ",A2239,541,16,4,,,,,,,,10,,5,,25,60,,,,100,
Luna,1,1,19,AB sp ,40.5,2,1,EV,"SK, EV",B1656,366,19,3.5,30,15,,,,,,5,,,,,35,,10,,50,
Luna,1,1,19,AB sp ,40.5,2,1,EV,"SK, EV",B1656,491,29,3.5,140,29,,,,,,5,,,,,40,,5,,50,
Luna,1,1,19,AB sp ,40.5,2,1,EV,"SK, EV",B1656,393,26,3.2,230,17,,,,,,10,,,,,5,,35,,50,
Luna,1,1,19,AB sp ,40.5,2,1,EV,"SK, EV",B1656,606,20.5,2.9,10,11,,,,,,5,,,5,,30,,10,,50,
Luna,1,1,17,PI sp,44,3,0,EV,"SK, EV",B1648,385,22,4,70,19,,,,,,8,,,,,12,30,,,50,
Luna,1,1,17,PI sp,44,3,0,EV,"SK, EV",B1648,557,32,4.3,160,20,,,,,,4,,4,,,22,,20,,50,
Luna,1,1,17,PI sp,44,3,0,EV,"SK, EV",B1648,531,25.5,2.9,250,30,,SA sp,200,85,,,,,,,45,,5,,50,
Luna,1,1,17,PI sp,44,3,0,EV,"SK, EV",B1648,879,26.5,2.9,310,12,,,,,15,5,,,,,30,,,,50,
Luna,1,3,22,,,,1,LB,"LB, DL",A2238,400,20,3.6,,,,,,,,60,,,,25,15,,,,100,
Luna,1,3,22,,,,1,LB,"LB, DL",A2238,612,21,3.4,,,,,,,,60,,,,25,15,,,,100,
Luna,1,3,22,,,,1,LB,"LB, DL",A2238,590,33,3.5,,,,,,,,25,,10,8,5,52,,,,100,
Luna,1,3,22,,,,1,LB,"LB, DL",A2238,490,24.5,3.6,,,,,,,20,25,,,,20,35,,,,100,
Luna,1,3,5,,,,1,DL,"SK, EV",A2228,611,16,3.29,,,,,,,,20,,2,,5,73,,,,100,
Luna,1,3,5,,,,1,DL,"SK, EV",A2228,582,14.5,2.6,,,,,,,,20,,,,10,70,,,,100,
Luna,1,3,5,,,,1,DL,"SK, EV",A2228,609,14.5,3.31,,,,,,,,40,,,,10,50,,,,100,
Luna,1,3,5,,,,1,DL,"SK, EV",A2228,879,16.5,2.26,,,,,,,,30,,5,,,65,,,,100,
Luna,1,3,2,,,,0,DL,"LB, NRS",B1630,514,14,4.27,,,,,,,,25,,5,,5,65,,,,100,
Luna,1,3,2,,,,0,DL,"LB, NRS",B1630,856,21,3.48,,,,,,,,30,,3,,5,62,,,,100,
Luna,1,3,2,,,,0,DL,"LB, NRS",B1630,878,13.5,3.73,,,,,,,,65,,,,3,32,,,,100,
Luna,1,3,2,,,,0,DL,"LB, NRS",B1630,569,19,3.42,,,,POTR,108,17,,65,,2,,3,30,,,,100,
Luna,1,3,28,,,,0,DL,"LB, NRS",B1634,882,21,3.65,,,,,,,,10,,10,8,2,70,,,,100,
Luna,1,3,28,,,,0,DL,"LB, NRS",B1634,864,17,3.93,,,,,,,,15,,5,,5,75,,,,100,
Luna,1,3,28,,,,0,DL,"LB, NRS",B1634,510,23.5,4.44,,,,,,,,15,,5,,5,75,,,,100,
Luna,1,3,28,,,,0,DL,"LB, NRS",B1634,535,27,3.64,,,,,,,,30,,8,,7,55,,,,100,
Luna,1,3,23,,,,1,DL,"LB, DL",A2233,579,21,2.15,,,,SA sp,186,125,,40,,3,,,57,,,,100,
Luna,1,3,23,,,,1,DL,"LB, DL",A2233,538,17.5,3.05,,,,,,,,50,,,4,,46,,,,100,
Luna,1,3,23,,,,1,DL,"LB, DL",A2233,681,19,3.7,,,,,,,,60,,,,,30,,10,,100,
Luna,1,3,23,,,,1,DL,"LB, DL",A2233,891,28,3.3,,,,,,,,50,,,3,15,32,,,,100,
Luna,1,3,21,,,,0,DL,"LB, DL",A2232,865,22,4,,,,RU sp,76,1.5,,20,,3,2,,75,,,,100,
Luna,1,3,21,,,,0,DL,"LB, DL",A2232,554,18.5,3.05,,,,RU sp,19,1,,10,3,5,,,82,,,,100,
Luna,1,3,21,,,,0,DL,"LB, DL",A2232,591,21.5,3.85,,,,RU sp,1.2,1,,,,10,,3,87,,,,100,
Luna,1,3,21,,,,0,DL,"LB, DL",A2232,831,25.5,4,,,,RU sp,66,1,,10,,5,,5,80,,,,100,
Luna,1,3,8,,,,0,DL,"SK, EV",A2227,570,22.5,2.41,,,,RU sp,39,2,,20,,1,5,,74,,,,100,
Luna,1,3,8,,,,0,DL,"SK, EV",A2227,653,21,3.52,,,,RU sp,25,14,,,25,5,,35,35,,,,100,
Luna,1,3,8,,,,0,DL,"SK, EV",A2227,886,19.5,2.54,,,,RU sp,18,1.5,,10,15,,5,,70,,,,100,
Luna,1,3,8,,,,0,DL,"SK, EV",A2227,537,26,4.63,,,,RU sp,30,13.5,,10,8,5,,,77,,,,100,
Luna,1,3,6,,,,1,NRS,"LB, DL",A2249,388,31,3.1,,,,,,,,10,,10,,8,72,,,,100,
Luna,1,3,6,,,,1,NRS,"LB, DL",A2249,488,23.5,3.1,,,,,,,,10,,10,,15,65,,,,100,
Luna,1,3,6,,,,1,NRS,"LB, DL",A2249,620,24.5,4.2,,,,,,,,10,,15,,,75,,,,100,
Luna,1,3,6,,,,1,NRS,"LB, DL",A2249,624,18,3.3,,,,,,,,10,,5,,25,60,,,,100,
Luna,1,3,10,,,,0,NRS,"LB, DL",A2248,360,26,3.3,,,,,,,,1,,15,3,5,76,,,,100,
Luna,1,3,10,,,,0,NRS,"LB, DL",A2248,520,19,3.4,,,,,,,,3,,5,,,92,,,,100,
Luna,1,3,10,,,,0,NRS,"LB, DL",A2248,395,19.5,4.4,,,,,,,,25,,,,,75,,,,100,
Luna,1,3,10,,,,0,NRS,"LB, DL",A2248,481,29,3.3,,,,,,,,5,,10,,,83,,2,,100,
Luna,1,3,4,,,,0,NRS,"LB, DL",A2243,399,20.5,4.15,,,,,,,,50,,5,,10,35,,,,100,
Luna,1,3,4,,,,0,NRS,"LB, DL",A2243,367,25,3.15,,,,,,,,62,,3,,20,15,,,,100,
Luna,1,3,4,,,,0,NRS,"LB, DL",A2243,899,24,2.8,,,,,,,,75,,5,,15,5,,,,100,
Luna,1,3,4,,,,0,NRS,"LB, DL",A2243,894,24.5,3.2,,,,,,,,55,,,,25,20,,,,100,
Luna,1,3,15,,,,1,NRS,"SK, EV",B1662,334,25.5,3,,,,,,,,10,,8,,,82,,,,100,
Luna,1,3,15,,,,1,NRS,"SK, EV",B1662,327,29.5,4.3,,,,,,,,10,,12,5,,73,,,,100,
Luna,1,3,15,,,,1,NRS,"SK, EV",B1662,335,24,3.5,,,,,,,,30,,5,,,65,,,,100,
Luna,1,3,15,,,,1,NRS,"SK, EV",B1662,343,18.5,3.4,,,,,,,,12,,,8,,80,,,,100,
Luna,1,3,17,,,,1,NRS,"SK, EV",B1658,410,37,3.6,,,,,,,5,20,,5,,35,35,,,,100,
Luna,1,3,17,,,,1,NRS,"SK, EV",B1658,302,17,3,,,,SA sp,160,85,,10,,5,,10,75,,,,100,
Luna,1,3,17,,,,1,NRS,"SK, EV",B1658,305,13.5,3.4,,,,,,,,5,,,,20,75,,,,100,
Luna,1,3,17,,,,1,NRS,"SK, EV",B1658,313,18,3.9,,,,,,,,20,,,,20,60,,,,100,
Luna,1,3,25,,,,1,NRS,"SK, EV",B1657,389,21.5,3.7,,,,,,,,80,,,,10,10,,,,100,
Luna,1,3,25,,,,1,NRS,"SK, EV",B1657,495,18,2.8,,,,,,,,20,,,,40,40,,,,100,
Luna,1,3,25,,,,1,NRS,"SK, EV",B1657,386,20.5,2.6,,,,,,,,15,,,,30,55,,,,100,
Luna,1,3,25,,,,1,NRS,"SK, EV",B1657,552,26.5,2.7,,,,,,,,50,,,,25,25,,,,100,
,,3,24,,,,1,NRS,"SK, EV",B1650,869,26,2.9,,,,,,,10,,50,,,20,20,,,,100,
,,3,24,,,,1,NRS,"SK, EV",B1650,492,18.5,3.5,,,,,,,,92,,,,,8,,,,100,
,,3,24,,,,1,NRS,"SK, EV",B1650,496,24,3.2,,,,,,,,45,,,10,5,40,,,,100,
,,3,24,,,,1,NRS,"SK, EV",B1650,486,21.5,4,,,,,,,,80,,,,10,10,,,,100,
,,3,30,,,,1,NRS,"SK, EV",B1641,576,26.5,4,,,,,,,,80,,,,,20,,,,100,Height is unclear
,,3,30,,,,1,NRS,"SK, EV",B1641,377,26.5,3.6,,,,,,,,40,,,,,60,,,,100,
,,3,30,,,,1,NRS,"SK, EV",B1641,472,21.5,4,,,,,,,,80,,,,,20,,,,100,
,,3,30,,,,1,NRS,"SK, EV",B1641,471,38.5,3.9,,,,,,,,20,,8,,,72,,,,100,
Luna,1,3,14,,,,1,NS,"SK, EV",A2230,506,22,3.86,,,,,,,,10,,5,,,85,,,,100,"need RCD for 616, 846, 889"
Luna,1,3,14,,,,1,NS,"SK, EV",A2230,616,15,,,,,,,,,25,,1,,2,72,,,,100,"need RCD for 616, 846, 890"
Luna,1,3,14,,,,1,NS,"SK, EV",A2230,846,17,,,,,,,,,20,,,,20,60,,,,100,"need RCD for 616, 846, 891"
Luna,1,3,14,,,,1,NS,"SK, EV",A2230,889,16,,,,,,,,,15,,,5,,80,,,,100,"need RCD for 616, 846, 892"
Luna,1,3,1,,,,1,NS,"LB, NRS",B1628,556,17,4.31,,,,,,,,75,,,8,,17,,,,100,
Luna,1,3,1,,,,1,NS,"LB, NRS",B1628,512,16.5,2.7,,,,,,,,60,,,,3,37,,,,100,
Luna,1,3,1,,,,1,NS,"LB, NRS",B1628,867,14,3.41,,,,SA sp,1.02,50,,90,,,,,10,,,,100,
Luna,1,3,1,,,,1,NS,"LB, NRS",B1628,509,32.5,3.99,,,,,,,,60,,2,,,38,,,,100,
Luna,1,3,13,,,,0,NS,"LB, NRS",B1633,847,19.5,3.31,,,,,,,,50,,,,,50,,,,100,
Luna,1,3,13,,,,0,NS,"LB, NRS",B1633,575,22.5,3.27,,,,,,,,40,,3,,,47,,,,90,
Luna,1,3,13,,,,0,NS,"LB, NRS",B1633,839,28,2.98,,,,,,,,30,,5,,,65,,,,100,
Luna,1,3,13,,,,0,NS,"LB, NRS",B1633,522,16,2.73,,,,,,,,20,,3,,,77,,,,100,
Luna,1,3,18,,,,0,NS,"LB, DL",A2259,615,17.5,3.45,,,,RU sp,75,1,,10,,10,,25,55,,,,100,
Luna,1,3,18,,,,0,NS,"LB, DL",A2259,516,21.5,3.8,,,,RU sp,130,1,,30,,,,40,30,,,,100,
Luna,1,3,18,,,,0,NS,"LB, DL",A2259,850,16.5,3.2,,,,,,,,6,,5,,10,79,,,,100,
Luna,1,3,18,,,,0,NS,"LB, DL",A2259,370,19,3.55,,,,,,,,15,,15,,8,62,,,,100,
Luna,1,3,16,,,,1,NS,"LB, DL",A2257,613,16.5,3.3,,,,SA sp,155,65,,25,,,,40,35,,,,100,
Luna,1,3,16,,,,1,NS,"LB, DL",A2257,892,24,3.7,,,,SA sp,165,65,,30,,5,,10,42,13,,,100,
Luna,1,3,16,,,,1,NS,"LB, DL",A2257,526,13,3.1,,,,,,,,,,10,,5,81,4,,,100,
Luna,1,3,16,,,,1,NS,"LB, DL",A2257,875,16.5,4.1,,,,,,,,15,,10,,,80,5,,,110,
Luna,1,3,26,,,,0,NS,"SK, EV",B1655,500,19,3.4,,,,,,,,15,,,5,40,40,,,,100,
Luna,1,3,26,,,,0,NS,"SK, EV",B1655,390,13.5,3.6,,,,,,,,70,,10,,,20,,,,100,
Luna,1,3,26,,,,0,NS,"SK, EV",B1655,478,17.5,3.9,,,,,,,,30,,5,5,30,30,,,,100,
Luna,1,3,26,,,,0,NS,"SK, EV",B1655,558,19,3.5,,,,,,,,15,,,,45,40,,,,100,
Luna,1,3,27,,,,1,EV,"LB, DL",A2236,375,21,3.45,,,,SA sp,145,73,,7,,10,,20,54,,9,,100,
Luna,1,3,27,,,,1,EV,"LB, DL",A2236,363,24.5,3.4,,,,,,,,30,,5,5,,60,,,,100,
Luna,1,3,27,,,,1,EV,"LB, DL",A2236,601,32,3.9,,,,,,,,25,,5,,,70,,,,100,
Luna,1,3,27,,,,1,EV,"LB, DL",A2236,487,16,3.8,,,,,,,,10,,15,,,75,,,,100,
Luna,1,3,7,,,,0,EV,"LB, DL",A2238,855,20.5,3.3,,,,,,,,,,5,,,92,,3,,100,
Luna,1,3,7,,,,0,EV,"LB, DL",A2238,473,29,4.05,,,,,,,,,,6,,,92,,2,,100,
Luna,1,3,7,,,,0,EV,"LB, DL",A2238,843,22.5,3.15,,,,,,,,3,,4,,,90,,3,,100,
Luna,1,3,7,,,,0,EV,"LB, DL",A2238,549,27.5,5.3,,,,,,,,1,,10,,,85,,4,,100,
Pack Creek,,1,14,PIEN ,35,2,0,LB,"LB, SK",1544,128,23,2.34,160,9.5,,SA sp,131,16,,4,,4,,32,,,10,,50,
Pack Creek,,1,14,PIEN ,35,2,0,LB,"LB, SK",1544,131,22,2.85,290,16,,SA sp,190,16,,5,,,5,40,,,,,50,
Pack Creek,,1,14,PIEN ,35,2,0,LB,"LB, SK",1544,126,25.5,2.8,20,19,,SA sp,190,16,,10,,4,,26,,,10,,50,
Pack Creek,,1,14,PIEN ,35,2,0,LB,"LB, SK",1544,124,22,3.46,140,13.5,,SA sp,127,16,5,5,,,,25,,,15,,50,
Pack Creek,,1,10,PIEN ,42.5,2,1,SS,"LB, LY",1524,110,18,2.14,0,19,,,,,4,,,1,,33,2,,10,,50,
Pack Creek,,1,10,PIEN ,42.5,2,1,SS,"LB, LY",1524,105,17,2.87,134,13,,,,,2,1,,,1,43,3,,,,50,
Pack Creek,,1,10,PIEN ,42.5,2,1,SS,"LB, LY",1524,83,22.5,2.92,34,18,,SA sp,170,6,,,,,5,,40,,5,,50,
Pack Creek,,1,10,PIEN ,42.5,2,1,SS,"LB, LY",1524,232,23.5,2.63,325,34,,SA sp,122,6,,,,2,,15,33,,,,50,
Pack Creek,,1,6,PIEN ,44.6,2,0,LY,"LB, LY",5873,36,16.5,4.42,237,24,,SA sp,165,18,1,10,,,,35,,,4,,50,
Pack Creek,,1,6,PIEN ,44.6,2,0,LY,"LB, LY",5873,77,15,3.51,345,12,,SA sp,92,18,10,,,,,30,,,10,,50,
Pack Creek,,1,6,PIEN ,44.6,2,0,LY,"LB, LY",5873,32,24,4,118,13,,SA sp,132,18,,,,2,,3,35,,10,,50,
Pack Creek,,1,6,PIEN ,44.6,2,0,LY,"LB, LY",5873,44,17,4.73,195,12,,SA sp,165,18,,2,,3,,10,25,,10,,50,
Pack Creek,,1,5,ABLA,19,2,0,LY,"LB, LY",5875,53,24.5,3.85,93,8,,SA sp,103,5,5,T,,,,33,10,,2,,50,
Pack Creek,,1,5,ABLA,19,2,0,LY,"LB, LY",5875,21,20.5,4.25,12,10,,SA sp,133,5,30,,,,,18,2,,,,50,
Pack Creek,,1,5,ABLA,19,2,0,LY,"LB, LY",5875,34,22,3.97,295,9,,SA sp,158,5,,,,3,,19,20,,8,,50,
Pack Creek,,1,5,ABLA,19,2,0,LY,"LB, LY",5875,40,18.5,3.96,222,12,,SA sp,123,5,,,,5,,20,20,,5,,50,
Pack Creek,,1,21,UNK,33,2,1,LY,LB,1556,241,20.5,3.99,10,16,,SA sp,44,33.5,,15,,,,25,,,10,,50,
Pack Creek,,1,21,UNK,33,2,1,LY,LB,1556,246,33,4.21,60,17,,Bimo,23,4,,,4,,,36,,,10,,50,
Pack Creek,,1,21,UNK,33,2,1,LY,LB,1556,245,27,4.64,115,14.5,,SA sp,34,6.5,,,15,,,15,,,20,,50,
Pack Creek,,1,21,UNK,33,2,1,LY,LB,1556,175,21,4.36,190,11.5,,SA sp ,75,6.5,,4,,,,26,,,20,,50,
Pack Creek,,1,31,ABLA,35,2,0,LY,"LB, SK",1573,813,19,2.88,150,15,,SA sp,37.5,11,,,10,,,20,10,,10,,50,
Pack Creek,,1,31,ABLA,35,2,0,LY,"LB, SK",1573,195,18,3.61,180,11.5,,SA sp,68,11,4,4,,,4,28,,,10,,50,
Pack Creek,,1,31,ABLA,35,2,0,LY,"LB, SK",1573,196,21.5,2.97,240,3.5,,SA sp ,51,4.5,4,10,,,,26,,,10,,50,
Pack Creek,,1,31,ABLA,35,2,0,LY,"LB, SK",1573,169,22,4.94,60,9,,SA sp,60,4.5,1,8,,,,33,,,8,,50,
Pack Creek,,1,32,UNK,33.5,2,1,LY,"LB, SK",1574,827,23,4.94,110,10,,SA sp,92,4.5,2,4,,,,34,,,10,,50,
Pack Creek,,1,32,UNK,33.5,2,1,LY,"LB, SK",1574,178,26.5,3.58,50,13,,SA sp,110,4.5,4,,,,,15,11,,20,,50,
Pack Creek,,1,32,UNK,33.5,2,1,LY,"LB, SK",1574,154,16.5,4.62,320,11.5,,,,,,2,,,,15,23,,10,,50,
Pack Creek,,1,32,UNK,33.5,2,1,LY,"LB, SK",1574,199,24,3.87,200,16.5,,SA sp,190,45,,5,,,,40,,,5,,50,
Pack Creek,,1,33,UNK,41.5,2,1,LY,"LB, SK",1576,709,25,4.05,110,14,,SA sp,47,12,1,2,,,,39,,,8,,50,
Pack Creek,,1,33,UNK,41.5,2,1,LY,"LB, SK",1576,708,18.5,4.55,18,14,,SA sp,30,1,2,4,6,,,30,,,8,,50,
Pack Creek,,1,33,UNK,41.5,2,1,LY,"LB, SK",1576,710,20,3.88,260,7.5,,SA sp,58,1.5,1,,,,,39,,,10,,50,
Pack Creek,,1,33,UNK,41.5,2,1,LY,"LB, SK",1576,704,18,3.13,10,18,,SA sp,26,1.5,1,,8,,,41,,,,,50,
Pack Creek,,1,34,UNK,39.5,2,1,LY,"LB, SK",1582,730,16,3.96,120,16.5,,SA sp,54,1,2,4,,,,42,,,2,,50,
Pack Creek,,1,34,UNK,39.5,2,1,LY,"LB, SK",1582,191,19,3.94,200,11.5,,SA sp ,36,2,1,,,,,41,,,8,,50,
Pack Creek,,1,34,UNK,39.5,2,1,LY,"LB, SK",1582,712,18,3.53,350,14,,SA sp,54,1.5,,,,,,50,,,,,50,
Pack Creek,,1,34,UNK,39.5,2,1,LY,"LB, SK",1582,190,28,4.18,60,16.5,,SA sp,18,1,,,8,,,32,,,10,,50,
Pack Creek,,1,35,UNK,38,2,1,SS,"LB, SK",1590,736,23,3.37,250,16,,SA sp,186,25.5,8,,,,,32,,,10,,50,
Pack Creek,,1,35,UNK,38,2,1,SS,"LB, SK",1590,747,11,3.58,170,19,,SA sp,116,4,1,,,,,41,,,8,,50,
Pack Creek,,1,35,UNK,38,2,1,SS,"LB, SK",1590,760,18,3.72,100,16.5,,SA sp ,77,4,8,,,,,42,,,,,50,
Pack Creek,,1,35,UNK,38,2,1,SS,"LB, SK",1590,720,25,3.07,340,11,,SA sp,60,4,2,4,,,,40,,,4,,50,
Pack Creek,,1,38,PIEN ,47,2,0,SS,"LB, LY",1599,786,26,3.54,270,18,,SA sp,49,7,2,,,,,40,4,,4,,50,
Pack Creek,,1,38,PIEN ,47,2,0,SS,"LB, LY",1599,790,25,3.47,333,28,,SA sp,35,18,3,10,6,3,,26,,,2,,50,
Pack Creek,,1,38,PIEN ,47,2,0,SS,"LB, LY",1599,772,21,3.22,57,32,,SA sp,67,18,3,T,,,,35,2,,10,,50,
Pack Creek,,1,38,PIEN ,47,2,0,SS,"LB, LY",1599,769,13,3.28,201,26,,SA sp,44,7,3,,,,1,46,,,,,50,
Pack Creek,,1,30,PIEN ,33,2,0,LY,"LB, SS",1567,173,23,2.74,202,10,,SA sp,101,2,,2,,2,,16,22,,8,,50,
Pack Creek,,1,30,PIEN ,33,2,0,LY,"LB, SS",1567,806,18,1.64,148,18,,SA sp,77,2,1,3,,,,13,24,,9,,50,
Pack Creek,,1,30,PIEN ,33,2,0,LY,"LB, SS",1567,198,24.5,2.02,42,23.5,,SA sp,18,1,4,1,,,,12,28,,5,,50,
Pack Creek,,1,30,PIEN ,33,2,0,LY,"LB, SS",1567,809,21.5,2.82,293,10.5,,SA sp,41,1,5,6,,2,,14,23,,,,50,
Pack Creek,,1,31,PIEN ,61,2,0,LY,"LB, SS",1568,825,20.5,1.33,215,15.5,,SA sp,13.5,0.5,5,,1,,2,22,20,,,,50,"2 trees fused at 1 m above ground; DBH - 39.5 cm, saplings - 825/830/155; DBH - 30 cm, saplings - 810"
Pack Creek,,1,31,PIEN ,61,2,0,LY,"LB, SS",1568,830,26.5,1.59,281,10,,SA sp,68,1.5,8,2,,,,24,10,,6,,50,"2 trees fused at 1 m above ground; DBH - 39.5 cm, saplings - 825/830/155; DBH - 30 cm, saplings - 810"
Pack Creek,,1,31,PIEN ,61,2,0,LY,"LB, SS",1568,155,15,1.77,114,14,,SA sp,21,1,1,T,5,,,33,7,,4,,50,"2 trees fused at 1 m above ground; DBH - 39.5 cm, saplings - 825/830/155; DBH - 30 cm, saplings - 810"
Pack Creek,,1,31,PIEN ,61,2,0,LY,"LB, SS",1568,810,20,1.79,337,16,,,,,,T,,,,41,3,,6,,50,"2 trees fused at 1 m above ground; DBH - 39.5 cm, saplings - 825/830/155; DBH - 30 cm, saplings - 810"
Pack Creek ,,1,45,PIEN ,46,2,1,LB,"SK, SS",1625,784,24.5,3,217,9.5,,SA sp,22,0.5,1,,2,,,45,,,2,,50,
Pack Creek ,,1,45,PIEN ,46,2,1,LB,"SK, SS",1625,696,21,4.46,272,5.5,,SA sp,15,0.5,1,,2,,,40,,,7,,50,
Pack Creek ,,1,45,PIEN ,46,2,1,LB,"SK, SS",1625,676,21,3.72,337,9,,SA sp,36.5,1,1,,1,,,24,12,,2,,40,
Pack Creek ,,1,45,PIEN ,46,2,1,LB,"SK, SS",1625,627,22,3.33,105,12.5,,SA sp,31.5,1.5,T,,9,,,26,,,15,,50,
Pack Creek ,,1,43,UNK,34,2,0,LB,"SK, SS",1621,690,19.5,4.03,97,14,,SA sp,110,12,1,,T,,,33,10,,6,,50,
